NUM,ITEM #,CATEGORY,DESCRIPTION,BRAND,PACK/SIZE
2671,983613,RETAIL CANNED VEGETABLES,SWEET GREEN PEAS CND,TNDR SWEET,24/15 OZ
2673,421204,RICE & BEANS,RED BEANS & RICE,RICE RONI,12/5oz
2675,441203,RICE CAKES,APPLE CINN RICE CAKE,QUAKER,12/6 OZ
2677,441206,RICE CAKES,CARML-CORN MINI RICE CAKE,QUAKER,12/3.52OZ
2679,422002,RICE CAROLINA,CAROLINA RICE,CAROLINA,3/20#BAGS
2681,790540,RICE CAROLINA,CAROLINA RICE 1 LB,CAROLINA,24/1 LB
2683,421802,RICE CONVERTED,CONVERTED RICE,UNCLE BENS,18/2LB
2685,422503,RICE CONVERTED,50 LB. CONVERTED RICE,UNCLE BENS,1/50# BAG
2687,422508,RICE CONVERTED,BASMATI RICE,ROLAND,4/11LB
2689,423008,RICE CONVERTED,RICE WHITE,PRODUCER,30/1 LB
2691,790550,RICE CONVERTED,RICE,SUPERIOR,12/2 LB
2693,830380,RICE CONVERTED,INSTANT RICE,UNCLE BEN,12/14 OZ
2695,422502,RICE PAR BOILED,PAR BOILED RICE CUBE,PRODUCER,1/25 LB
2697,422510,RICE PAR BOILED,"RICE, BROWN LONG GRAIN",PRODUCER,1/25 LB
2699,360416,RIPE (BLACK) OLIVES,OLIVES MEDIUM PITTED,PKR,6/#10
2701,360601,RIPE (BLACK) OLIVES,JBO PITTED BLACK OLIVES,LINDSAY,
2703,360604,RIPE (BLACK) OLIVES,SLICED BLACK OLIVES,PACKER,
2705,251218,ROOT BEER,ROOT BEER CND,MUG/A&W,24/12 OZ
2707,251235,ROOT BEER,ROOT BEER,STEWARTS,24/12 OZ
2709,251297,ROOT BEER,SODA ROOT BEER,C&C,24/12 OZ
2711,160417,RUSSIAN DRESSING,DELUXE RUSSIAN DRESSING,KENS,4/1 GAL.
2713,160453,RUSSIAN DRESSING,RUSSIAN DRESSING,SELECT REC,4/1 GAL
2715,161205,RUSSIAN DRESSING,RUSSIAN DRESSING,PACKER,12/8 OZ
2717,191601,SALMON PRODUCTS,BLUEBACK SALMON,BUMBLE BEE,48/3.7oz
2719,192411,SALMON PRODUCTS,SALMON PINK CND,CHKN SEA,6/66.6 OZ
2721,194801,SALMON PRODUCTS,IND. PINK SALMON,BUMBLE BEE,48/3.75oz
2723,280600,SALSA / TACO SAUCE,TACO SAUCE,PACKER,4/1 GAL
2725,280850,SALSA / TACO SAUCE,SALSA GREEN CHILE,ROSARITA,4/1 GAL
2727,460608,SALSA / TACO SAUCE,SALSA,PKR,6/#10
2729,460620,SALSA / TACO SAUCE,SALSA MILD,LAJUNTA,4/1GAL
2731,461201,SALSA / TACO SAUCE,MILD CHUNKY SALSA,ORTEGA,12/16 OZ
2733,56019,SALT,SALT LITE,MORTON,24/11 OZ
2735,383008,SALT,MRS. DASH SALT SUB PC,MRS. DASH,1/500CT
2737,432401,SALT,SALT ROUNDS TABLE,PURITY,24/26OZ
2739,432501,SALT,GRANULATED SALT,PACKER,1/25 LB.
2741,433602,SALT,MORTON KOSHER SALT,MORTON,12/3LB
2743,438000,SALT,GRANULATED SALT,PACKER,1/50 LB
2745,481208,SALT,ADOBO SEASONING,TRADE CH,12/6 OZ
2747,481298,SALT,SEASONING SALT,LAWRY'S,12/16 OZ
2749,383001,SALT & PEPPER P.C.,P.C. PEPPER PACKETS 3000,NICE BLEND,3/1000 CT
2751,384802,SALT & PEPPER P.C.,PEPPER SHAKERS,DIXIE,48/1.5OZ
2753,129542,SARDINES,BRISLING SARDINES IN O/O,KING OSCAR,24/3.75 OZ
2755,192501,SARDINES,SARDINES IN WATER,BUMBLE BEE,24/3.75 OZ
2757,300480,SARDINES,SARDINES B/S IN OIL 4.38z,RUBY,4/25CT
2759,129469,SEASONING MIXES,MIX TURKEY GRAVY NO MSG,DIAMOND,8/15OZ
2761,280610,SEASONING MIXES,SLOPPY JOE SEASONING MIX,McCORMICK,24/1.5oz
2763,480601,SEASONING MIXES,OEP TACO SEASONING MIX,OLD EL PAS,1/6#
2765,480611,SEASONING MIXES,SEASONING SALT FREE ORIG.,PRECISION,6/6.75OZ
2767,251220,SELTZER PRODUCTS,SELTZER,SEAGRAMS,24/12 OZ
2769,251246,SELTZER PRODUCTS,SELTZER ORG MANDARIN,VINTAGE,12/LTR
2771,251252,SELTZER PRODUCTS,SELTZER RASPBERRY,VINTAGE,12/12OZ
2773,581204,SELTZER PRODUCTS,SELTZER WATER,VINTAGE,12/1 LITRE
2775,251219,SEVEN UP,SEVEN UP SODA CND,SEVEN UP,24/12 OZ
2777,1322,SHELF STABLE MILK,"MILK, PARMALOT FAT FREE",PARMALAT,12/32oz
2779,1324,SHELF STABLE MILK,"MILK,PARMALOT LOW FAT 1%",PARMALAT,12/32 OZ
2781,1328,SHELF STABLE MILK,"MILK,PLAIN UHT 1%",PARMALAT,27/8 OZ
2783,40022,SHELF STABLE MILK,EVAPORATED MILK,PARADE,48/12 OZ
2785,62413,SHELF STABLE MILK,CONDENSED MILK 14 OZ,MAGNOLIA,24/14oz
2787,62415,SHELF STABLE MILK,FAT FREE EVAPORATED MILK,PACKER,24/12oz
2789,65408,SHELF STABLE MILK,UHT FAT FREE CHOC MILK,FARMLAND,54/8OZ
2791,254658,SHELF STABLE MILK,ORGANIC ASEPTIC MILK 2%,HORIZON,18/8OZ
2793,254665,SHELF STABLE MILK,CHOCOLATE MILK ORGANIC,HORIZON,18/8OZ
2795,300610,SOUP (50oz CONDENSED),SOUP CHKN RICE,HEINZ,12/49.5Z
2797,300616,SOUP (50oz CONDENSED),CLAM CHOWDER NEW ENGLAND,HEINZ,12/#5
2799,300619,SOUP (50oz CONDENSED),SOUP VEGETABLE BEEF,HEINZ,12/50Z
2801,452510,SOUP (50oz CONDENSED),SOUP CREAM OF CELERY,HEINZ,12/#5
2803,471231,SOUP (50oz CONDENSED),SOUP MINESTRONE,CAMPBELLS,12/#5
2805,471234,SOUP (50oz CONDENSED),SOUP TOMATO,CAMPBELLS,12/#5
2807,471237,SOUP (50oz CONDENSED),SOUP CREAM OF MUSHROOM,CAMPBELLS,12/#5
2809,471241,SOUP (50oz CONDENSED),SOUP CHKN RICE,CAMPBELLS,12/#5
2811,471244,SOUP (50oz CONDENSED),SOUP VEGETARIAN VEG,CAMPBELLS,12/#5
2813,471246,SOUP (50oz CONDENSED),SOUP BEEF NOODLE,CAMPBELLS,12/#5
2815,471283,SOUP (50oz CONDENSED),MINESTRONE SOUP,VENICE MD,12/#5
2817,471300,SOUP (50oz CONDENSED),TOMATO SOUP,EMERALD/VM,12/5#
2819,471302,SOUP (50oz CONDENSED),MINESTRONE SOUP,EMERALD,12/5#
2821,471304,SOUP (50oz CONDENSED),CREAM OF MUSHROOM SOUP,EMERALD,12/5#
2823,471351,SOUP (50oz CONDENSED),TOMATO SOUP,HEINZ,12/#5
2825,471359,SOUP (50oz CONDENSED),CREAM OF MUSHROOM SOUP,HEINZ,12/#5
2827,471536,SOUP (50oz CONDENSED),SOUP CHKN NOODLE LS,CAMPBELLS,12/#5
2829,25853,SOUP (RETAIL PACKS),SOUP CHKN NOODLE LS,CAMPBELLS,12/10Z
2831,190965,SOUP (RETAIL PACKS),SOUP CREAM OF BROCCOLI,LEGOUT,12/#5
2833,300621,SOUP (RETAIL PACKS),SOUP COUNTRY VEG HC,HEALTHY,12/15 OZ
2835,451356,SOUP (RETAIL PACKS),SOUP MINESTRONE,KNORR,4/15.13Z
2837,451358,SOUP (RETAIL PACKS),SOUP BROCCOLI CHEDDAR,KNORR,4/19.25Z
2839,471203,SOUP (RETAIL PACKS),TOMATO SOUP,PROGRESSO,12/19 OZ
2841,471206,SOUP (RETAIL PACKS),SPLIT PEA W/ HAM,CAMPBELLS,12/10oz
2843,471211,SOUP (RETAIL PACKS),SOUP CHKN NOODLE,PROGRESSO,12/19Z
2845,471215,SOUP (RETAIL PACKS),SOUP TOMATO,CAMPBELLS,24/7.5Z
2847,471259,SOUP (RETAIL PACKS),MACARONI & BEAN SOUP,PROGRESSO,12/19 OZ
2849,471268,SOUP (RETAIL PACKS),VEG BEEF SOUP LO SODIUM,CAMPBELL,24/7.25 OZ
2851,471270,SOUP (RETAIL PACKS),SOUP CHKN RICE,HRVST CHC,24/10.5Z
2853,471272,SOUP (RETAIL PACKS),CREAM OF MUSHROOM SOUP,HRVST CHC,24/10.5oz
2855,471274,SOUP (RETAIL PACKS),TOMATO SOUP RETAIL,HRVST CHC,24/10.5oz
2857,471278,SOUP (RETAIL PACKS),LO SODIUM TOMATO SOUP,CAMPBELL,24/7.25Z
2859,471289,SOUP (RETAIL PACKS),SOUP CHKN DEHYDRATED,PRESCO,12/1LB 2Z
2861,472401,SOUP (RETAIL PACKS),VEGETABLE SOUP (RETAIL),CAMPBELLS,12/10oz
2863,531519,SOUP (RETAIL PACKS),SOUP CHKN RICE VEGETABLE,CHEF BOY,12/7.5Z
2865,900357,SOUP (RETAIL PACKS),"CUP NOODLES,CHICKEN SOUP",NISSAN,12/2.25 OZ
2867,900359,SOUP (RETAIL PACKS),CUP NOODLE SHRIMP SOUP,NISSIN,12/2.25oz
2869,900361,SOUP (RETAIL PACKS),LIPTON VEG SOUP/DIP,LIPTON,12/1.8Z
2871,451301,SOUP BASE (MISC.),HAM BASE,LEGOUT,12/1 LB
2873,451206,SOUP BASE (BEEF),095 BEEF BASE,LEGOUT,12/1 LB
2875,451218,SOUP BASE (BEEF),BEEF BASE KOSHER,VIP,1/25 LB
2877,451321,SOUP BASE (BEEF),BEEF BASE,MAJOR,6/1#
2879,453002,SOUP BASE (BEEF),BEEF BASE (PASTE),MAJOR,1/30LB
2881,910440,SOUP BASE (BEEF),BEEF BOULLION CUBES,KNORRS,24/6CT
2883,450618,SOUP BASE (CHICKEN),BASE CHKN,VIP,12/1 LB
2885,450628,SOUP BASE (CHICKEN),BASE CHKN PASTE,ARIAKE,6/1LB
2887,451210,SOUP BASE (CHICKEN),BASE CHKN SELECT,KNORRS,6/2 LB
2889,451220,SOUP BASE (CHICKEN),BOULLION CUBES CHKN,KNORRS,24/6 CNT
2891,451323,SOUP BASE (CHICKEN),BASE CHKN,MAJOR,6/1#
2893,451355,SOUP BASE (CHICKEN),SOUP CHICKEN NOODLE,KNORR,4/15.4Z
2895,453001,SOUP BASE (CHICKEN),BASE CHKN PASTE,MAJOR,1/30LB
2897,910450,SOUP BASE (CHICKEN),BASE CHKN FLAVOR,HERBOX,12/25Z
2899,451211,SOUP BASE (ONION),ONION SOUP BASE,LIPTON,24/2 OZ
2901,451351,SOUP BASE (SEAFOOD),BEEF BASE LO-SODIUM,KNORRS,6/1 LB
2903,350555,SOY BEAN OIL,MEL FRY FREE SOY,MEL-FRY,1/35LB
2905,353515,SOY BEAN OIL,SOYBEAN (SALAD) OIL ZTF,PACKER,1/35LB
2907,460251,SOY SAUCE,SOY SAUCE PC,GOLDS,500/9GRM
2909,460412,SOY SAUCE,SOY SAUCE LITE,KIKKOMAN,6/1/2 GAL
2911,790556,SOY SAUCE,SOY SAUCE LITE,PACKER,12/5 oz
2913,370121,SPAGHETTI & PIZZA SAUCE,SAUCE SPAGHETTI LS,RED PACK,6/#10
2915,520620,SPAGHETTI & PIZZA SAUCE,PIZZA SAUCE,FULL RED,6/#10
2917,520635,SPAGHETTI & PIZZA SAUCE,SPAGHETTI SAUCE POUCH,PREGO,6/106 OZ
2919,520649,SPAGHETTI & PIZZA SAUCE,SPAGHETTI SAUCE,RED PACK,6/10#
2921,520658,SPAGHETTI & PIZZA SAUCE,SPAGHETTI SAUCE TRAT ALLA,STANISLAUS,6/#10
2923,520665,SPAGHETTI & PIZZA SAUCE,SAUCE PIZZA,RED PACK,6/#10
2925,520689,SPAGHETTI & PIZZA SAUCE,PIZZA SAUCE SUPER DOLCE,STANISLAUS,6/#10
2927,521201,SPAGHETTI & PIZZA SAUCE,SAUCE SPAGHETTI PLAIN,HUNTS,12/26 OZ
2929,521208,SPAGHETTI & PIZZA SAUCE,GARDEN GARLIC & ON. SAUCE,RAGU,12/26oz
2931,521235,SPAGHETTI & PIZZA SAUCE,SPAG SAUCE PLAIN,GIOVANNI,12/26 OZ
2933,521305,SPAGHETTI & PIZZA SAUCE,RAGU SAUCE,RAGU,6/10#
2935,522507,SPAGHETTI & PIZZA SAUCE,SAUCE SPAG ITALIAN STYLE,FURMANO,12/28 OZ
2937,790813,SPAGHETTI & PIZZA SAUCE,SPAGHETTI SAUCE (PREGO),PREGO,12/28oz
2939,790815,SPAGHETTI & PIZZA SAUCE,MEAT SPAGHETTI SAUCE,PARADE,12/14oz
2941,940440,SPAGHETTI & PIZZA SAUCE,SPAGHETTI SAUCE (G&S),PACKER,6/#10
2943,11030,SPARKLING WATER,WATER ORANGE MANDARINE,POLAND,24/16.9OZ
2945,11034,SPARKLING WATER,WATER RASPBERRY LIME,POLAND,24/16.9OZ
2947,11036,SPARKLING WATER,WATER LEMON SPARKLING,POLAND,24/16.9OZ
2949,580215,SPARKLING WATER,"WATER, SPARKLING",POLAND,24/.5LT
2951,582432,SPARKLING WATER,"WATER, SPARKLING",POLAND SPR,24/.5LT
2953,480502,SPICES BULK,IMMITATION BACON BITS,CASTELLA,4/4LB
2955,481001,SPICES BULK,GROUND CINNAMON BULK 10#,PACKER,1/10 LB
2957,481200,SPICES BULK,ONION POWDER 5#,PACKER,4/5 LB.
2959,481220,SPICES BULK,GARLIC SALT,EMERALD,12/2#
2961,481282,SPICES BULK,GRANULATED GARLIC *BULK*,PACKER,1/55.11
2963,481318,SPICES BULK,ITALIAN SEASONING,COLONNA,4/5LB
2965,481350,SPICES BULK,TUMERIC,MCCORMICK,6/1LB
2967,481402,SPICES BULK,GARLIC GRANULATED,PACKER,6/5LB
2969,481517,SPICES BULK,BLACK PEPPER FINE BULK,EMERALD,4/5 LB
2971,481523,SPICES BULK,PAPRIKA SPANISH,DURKEE,1/25LB
2973,485001,SPICES BULK,MINCED ONION,PACKER,1/40LB
2975,485067,SPICES BULK,JUNIPER BERRIES,MCCORMICK,6/11OZ
2977,485085,SPICES BULK,ROSEMARY,COLONNA,1/5LB
2979,485089,SPICES BULK,DARK CHILI POWDER,COLONNA,1/5LB
2981,109741,SPICES UNIT,CRUSHED RED PEPPERS,MCCORMICK,6/13 OZ
2983,432002,SPICES UNIT,SEA SALT COARSE,ROLAND,12/26 OZ
2985,480102,SPICES UNIT,DRY MUSTARD,COLMAN'S,12/1LB
2987,480305,SPICES UNIT,NUTMEG WHOLE,EMERALD,12/1 LB
2989,480504,SPICES UNIT,HUNGARIAN PAPRIKA,McCORMICK,6/18oz
2991,480512,SPICES UNIT,BASIL LEAF WHOLE,EMERALD,6/24z
2993,480603,SPICES UNIT,GUMBO FILE,EMERALD,12/12 OZ
2995,480605,SPICES UNIT,MRS. DASH ORIGINAL,PRECISION,3/21 OZ
2997,480612,SPICES UNIT,OREGANO LEAVES (WHOLE),GEL,6/16Z
2999,481103,SPICES UNIT,SAFFRON ITALIAN,PINA,50/.125 GM
3001,481202,SPICES UNIT,BASIL LEAF WHOLE 1#,EMERALD,12/1 LB
3003,481204,SPICES UNIT,CHILI POWDER,PACKER,12/18 OZ
3005,481206,SPICES UNIT,CINNAMON GROUND 1#,EMERALD,12/1 LB
3007,481209,SPICES UNIT,DILL WEED,EMERALD,12/5 OZ
3009,481211,SPICES UNIT,NUTMEG GROUND 1#,EMERALD,12/1 LB
3011,481214,SPICES UNIT,GRANULATED ONION 16 OZ.,EMERALD,12/16 OZ
3013,481217,SPICES UNIT,PAPRIKA SPANISH 18 OZ,EMERALD,12/18 OZ
3015,481219,SPICES UNIT,CELERY SALT,EMERALD,12/30 OZ
3017,481223,SPICES UNIT,PARSLEY FLAKES,MCCORMICK,3/10 OZ
3019,481229,SPICES UNIT,RED CAYENNE PEPPER 1#,PACKER,12/1LB
3021,481231,SPICES UNIT,GRANULATED GARLIC 20OZ,EMERALD,12/20 OZ
3023,481234,SPICES UNIT,ITALIAN SEASONING,EMERALD,12/6 OZ
3025,481237,SPICES UNIT,THYME LEAVES 1#,EMERALD,6/1 LB
3027,481240,SPICES UNIT,GROUND CORIANDER,EMERALD,12/1LB
3029,481244,SPICES UNIT,CELERY SEEDS 1#,EMERALD,12/1 LB
3031,481247,SPICES UNIT,LEMON PEPPER SEASONING,PACKER,12/16 OZ
3033,481249,SPICES UNIT,PICKLING SPICE,CASTELLA,12/14 OZ
3035,481252,SPICES UNIT,FREEZE DRIED CHIVES,EMERALD,12/1.25 OZ
3037,481254,SPICES UNIT,SEAFOOD SEASONING,CASTELLA,12/16 OZ
3039,481256,SPICES UNIT,CAFE GOURMET BLACK PEPPER,EMERALD,12/1 LB
3041,481260,SPICES UNIT,MUSTARD SEED WHOLE 1#,SPICECO,12/1LB
3043,481263,SPICES UNIT,CUMIN GROUND 1#,EMERALD,12/1LB
3045,481266,SPICES UNIT,CUMIN SEED,EMERALD,12/1 LB
3047,481268,SPICES UNIT,FENNEL SEED,EMERALD,12/1 LB.
3049,481270,SPICES UNIT,PUMPKIN PIE SPICE 1#,SPICECO,12/1 LB
3051,481280,SPICES UNIT,CARRIBEAN JERK SEASONING,MCCORMICK,6/18oz
3053,481291,SPICES UNIT,ADOBO PLAIN,EAGLE,12/14 OZ
3055,481295,SPICES UNIT,PAPRIKA,MCCORMICK,6/18 OZ
3057,481304,SPICES UNIT,BLACK PEPPER TABLE GRIND,MCCORMICK,6/18 OZ
3059,481324,SPICES UNIT,GARLIC GRANULATED,EMERALD,12/10 OZ
3061,481329,SPICES UNIT,CELERY GROUND,CASTELLA,12/1LB
3063,481341,SPICES UNIT,SAGE GROUND,EMERALD,12/1LB
3065,481345,SPICES UNIT,CURRY POWDER,MCCORMICK,6/1LB
3067,481352,SPICES UNIT,SAUCE CURRY TIKKA MASALA,ROLAND,2/2.2KG
3069,481355,SPICES UNIT,SAUCE CURRY ROGAN JOSH,ROLAND,2/2.2KG
3071,481383,SPICES UNIT,SAUCE CURRAY MADRAS,ROLAND,2/2.2KG
3073,481393,SPICES UNIT,CHILI POWDER,PACKER,4/5LB
3075,481399,SPICES UNIT,ROSEMARY LEAVES,PACKER,4/24OZ
3077,481410,SPICES UNIT,SPICES SALMON SEASONING,MCCORMICK,6/23OZ
3079,481417,SPICES UNIT,M S G,PACKER,4/8LB
3081,481421,SPICES UNIT,ONION SALT,PACKER,12/32 OZ
3083,481514,SPICES UNIT,ROSEMARY LEAVES,EMERALD,4/32Z
3085,481528,SPICES UNIT,NUTMEG GROUND,DURKEE,6/16OZ
3087,481534,SPICES UNIT,SPICES LEMON PEPPER SALT,MCCORMICK,6/3.5OZ
3089,481536,SPICES UNIT,SPICES GARLIC POWDER,MCCORMICK,6/3.12OZ
3091,481539,SPICES UNIT,SPICES ONION POWDER,MCCORMICK,6/2.62OZ
3093,481541,SPICES UNIT,SPICES MONTREAL STEAK,MCCORMICK,6/3OZ
3095,481627,SPICES UNIT,PARSLEY FLAKES,CASTELLA,1/5 LB
3097,481881,SPICES UNIT,SAUCE CURRY VINDALOO,ROLAND,2/2.2KG
3099,482542,SPICES UNIT,ANISE SEED,MCCORMICK,6/18 OZ
3101,485352,SPICES UNIT,ARROWROOT GROUND,MCCORMICK,6/20OZ
3103,491304,SPICES UNIT,ROTISSERIE CHIC SEASONING,MC CORMICK,6/24 OZ
3105,920482,SPICES UNIT,DEHY CHOPPED ONIONS,PACKER,6/3 LB
3107,920499,SPICES UNIT,CREAM OF TARTAR,EMERALD,12/1 LB
3109,251210,SPRITE SODA,SPRITE SODA,COCA COLA,24/12 OZ
3111,460404,STEAK SAUCE,WORCESTERSHIRE SAUCE,PKR,4/1 GAL
3113,461003,STEAK SAUCE,A1 SAUCE THICK & HEARTY,KRAFT,12/18Z
3115,461009,STEAK SAUCE,WORCHESHIRE SAUCE,LEA & PE,24/5 OZ
3117,461012,STEAK SAUCE,WORCESTERSHIRE,LEA & PERR,3/1 GAL
3119,462413,STEAK SAUCE,A-1 STEAK SAUCE,NABISCO,2/1 GAL
3121,241206,STRAWBERRY JELLY,JELLY STRAWBERRY LSR,SMUCKERS,12/10oz
3123,241210,STRAWBERRY JELLY,SQZ STRAWBERRY JELLY,WELCH,12/22 OZ
3125,242408,STRAWBERRY JELLY,STRAWBERRY PRESERVES 18OZ,PARADE,12/18 OZ
3127,242431,STRAWBERRY JELLY,STRAWBERRY PRESERVES,WELCH,12/22 OZ
3129,151212,STUFFING MIXES,TURKEY FLAVRD STUFFING,STOVETOP,12/6oz
3131,151801,STUFFING MIXES,CORN BREAD STUFFING,UNCLE BENS,6/3.5LB
3133,151806,STUFFING MIXES,CORN BREAD STUFFING,UNCLE BENS,6/28 OZ
3135,730245,STUFFING MIXES,STUFFING CHKN RETAIL,STOVE TOP,12/9Z
3137,813000,STUFFING MIXES,STUFFING MIX CHKN,GEN MILLS,4/3 LB
3139,490008,SUGAR & SWEETNERS,BULK EQUAL,PACKER,6/1LB
3141,491203,SUGAR & SWEETNERS,SUGAR SPLENDA STICKS 1GM,DIAMOND,1/2000CT
3143,492403,SUGAR & SWEETNERS,LITE BROWN SUGAR,DOMINO,24/1 LB
3145,492405,SUGAR & SWEETNERS,SUPER FINE BAR SUGAR,DOMINO,24/1 LB
3147,492502,SUGAR & SWEETNERS,DOMINO SUGAR IN CANISTER,DOMINO,12/1LB
3149,490001,SUGAR & SWEETNERS PORTION CONTROL,"PC SUGAR PACKETS, ORANGE",DOMINO,1/2000 CT
3151,490003,SUGAR & SWEETNERS PORTION CONTROL,PC SWEETNER (EQUAL),EQUAL,1/2000 CT
3153,490005,SUGAR & SWEETNERS PORTION CONTROL,PC SUGAR BLUE PACKET,DOMINO,1/2000 CT
3155,490009,SUGAR & SWEETNERS PORTION CONTROL,SUGAR SUBSTITUTE,DIAMND CRY,2000/1 GRM
3157,490017,SUGAR & SWEETNERS PORTION CONTROL,SUGAR SUBS. NATRA TASTE,PACKER,8/250 CT
3159,490801,SUGAR BULK,SUGAR BALES GRANULATED,DOMINO,8/5 LB
3161,492406,SUGAR BULK,24-1 GRANULATED SUGAR,DOMINO,24/1LB
3163,495001,SUGAR BULK,SUGAR EXTRA FINE,PACKER,1/50LB
3165,495004,SUGAR BULK,LITE BROWN SUGAR,DOMINO,1/50#
3167,134434,SUNFLOWER SEEDS,SUNFLOWER SEEDS,DAVID,12/5.25Z
3169,561204,SUNFLOWER SEEDS,RAW SUNFLOWER SEED SHELLD,BAZZINI,1/5 LB
3171,162062,SWT & SOUR / DUCK SAUCE,DUCK SAUCE P/C,WINSTON,500/1 OZ
3173,460418,SWT & SOUR / DUCK SAUCE,4/1 DUCK SAUCE,CASTELLA,4/1 GAL
3175,460451,SWT & SOUR / DUCK SAUCE,DUCK SAUCE,GOLD,4/1 GAL
3177,460609,SWT & SOUR / DUCK SAUCE,SWEET & SOUR SAUCE,LJ MINOR,6/1/2 GL
3179,381003,SYRUP P.C.,"PANCAKE SYRUP, PC",KRAFT,80/2 OZ
3181,381006,SYRUP P.C.,PURE MAPLE SYRUP,DICKINSON,72/1.6 OZ
3183,381009,SYRUP P.C.,PANCAKE PC SYRUP NO ARTI,WINSTON/SP,100/1 OZ
3185,381021,SYRUP P.C.,PANCAKE SYRUP PC,HEINZ,100/1.5 OZ
3187,651575,SYRUP P.C.,PC PANCAKE SYRUP SG/FREE,SMUCKERS,100/1 OZ
3189,152002,TACO SHELLS,TACO SHELL,ORTEGA,12/12/5.8Z
3191,152068,TACO SHELLS,TACO TUBS,SMOKEWOOD,1/200 CT
3193,160439,TARTAR SAUCE,PC TARTAR SAUCE,HEINZ,200/12 GM
3195,510621,TEA & DECAFE,APPLE CINNAMON TEA,CELESTIAL,6/20'S
3197,510673,TEA & DECAFE,IRISH BREAKFAST TEA,TWININGS,6/20CT
3199,511018,TEA & DECAFE,TEA BAGS,PACKER,10/100 CT
3201,460410,TERIYAKI,TERIYAKI SAUCE,KIKKOMAN,4/1 GAL
3203,160479,THOUSAND ISLAND,THOUSAND ISLAND DRESS,HELLMANNS,2/1.5 GAL
3205,162401,THOUSAND ISLAND,1000 ISLAND DRES JST 2 GD,WISHBONE,12/8oz
3207,851582,THOUSAND ISLAND,1000 ISLAND DRESSING BTL,PARADE,6/16 OZ
3209,650410,THOUSAND ISLAND PC DRESSING,1000 ISLAND PC,STICKNEYPO,200/12GM
3211,254600,TOMATO JUICE,CLAMATO JUICE,MOTTS,24/5.5 OZ
3213,254620,TOMATO JUICE,TOMATO JUICE PLASTIC,SACRAMENTO,12/46 OZ
3215,390611,TOMATO PASTE & PUREE,TOMATO PASTE BELL ORTO,HEINZ,6/10#
3217,520608,TOMATO PASTE & PUREE,TOMATO PASTE 18OZ,CONTADINA,12/18 OZ
3219,520616,TOMATO PASTE & PUREE,TOMATO PASTE 18OZ,HUNTS,24/18OZ
3221,520632,TOMATO PASTE & PUREE,TOMATO PASTE,PACKER,6/#10
3223,520647,TOMATO PASTE & PUREE,TOMATO PASTE,HEINZ,6/#10
3225,520654,TOMATO PASTE & PUREE,KETCHUP DISPENSER POUCH,RED PACK,2/1.5 GAL
3227,520692,TOMATO PASTE & PUREE,TOMATO PUREE 1.06,RED PACK,6/#10
3229,522405,TOMATO PASTE & PUREE,TOMATO PUREE (RETAIL),RED PACK,12/29oz
3231,940317,TOMATO PASTE & PUREE,TOMATO IN PUREE,SAPORITO,6/#10
3233,471560,TOMATO SAUCE,SAUCE PIZZA BONTA,BONTA,6/10#
3235,520614,TOMATO SAUCE,TOMATO SAUCE,HEINZ,6/#10
3237,522403,TOMATO SAUCE,TOMATO SAUCE,HUNTS,24/15 OZ
3239,524801,TOMATO SAUCE,TOMATO SAUCE,PARADE,48/8oz
3241,524803,TOMATO SAUCE,TOMATO SAUCE NO SALT,DELMONTE,48/8oz
3243,940308,TOMATO SAUCE,TOMATO SAUCE CND,HANOVER,6/#10
3245,111004,TOPPINGS,SHRED COCONUT FLAKE SWT,GEL,1/10LB
3247,111210,TOPPINGS,SEMI SWEET CHOC. CHIPS,HERSHEY,12/12oz
3249,140802,TOPPINGS,RAINBOW SPRINKLES,GEL,1/10LB
3251,140809,TOPPINGS,CHOCOLATE BREEZETTES,PACKER,4/6#
3253,400621,TOPPINGS,PINEAPPLE TOPPING,FOX,6/64oz
3255,999085,TOPPINGS,PLATE SCRAPERS ASST,SMUCKER,12/19.5oz
3257,250617,TROPICAL FRUIT (CANNED),TROPICAL FRUIT IN JUICE,DOLE,6/81OZ
3259,351350,TROPICAL FRUIT (CANNED),TROP FRUIT SALAD (G&S),PACKER,6/#10
3261,190601,TUNA (SKIPJACK),SKIPJACK TUNA (G&S),PACKER,6/66.6 OZ
3263,190609,TUNA (SKIPJACK),TUNA SKIPJACK KOSHER,PREMIUM,6/66.6Z
3265,192409,TUNA (SKIPJACK),CHUNK LITE TUNA RETAIL,BUMBLE BEE,24/12 OZ
3267,194802,TUNA (SKIPJACK),CHUNK LITE TUNA IN/WATER,BUMBLE BEE,48/3 OZ
3269,194807,TUNA (SKIPJACK),TUNA LITE CHUNK IN WATER,PACKER,48/3Z
3271,300471,TUNA (SKIPJACK),CHNK LIGHT TUNA IN WATER,BUMBLE BEE,48/5OZ
3273,190604,TUNA - TONGOL,TONGOL TUNA,PACKER,6/66.6 OZ
3275,190624,TUNA - TONGOL,ITALIAN TUNA IN OLIVE OIL,FLOTT,2/60OZ
3277,190621,TUNA - WHITE (ALBACORE),CHUNK WHITE TUNA,RUBY,6/66.6 OZ
3279,190635,TUNA - WHITE (ALBACORE),WHITE CHUNK TUNA,PREMIUN,6/66.5 OZ
3281,191213,TUNA - WHITE (ALBACORE),TUNA WHITE DIET LS,BUMBLE BEE,24/5 OZ
