NUM,ITEM #,CATEGORY,DESCRIPTION,BRAND,PACK/SIZE
3,340403,ALMONDS,ALMONDS SLICED BLANCHED,HEMISPHERE,1/25LB
5,192402,ANCHOVIES,ANCHOVIES IN SOY OIL,PACKER,24/28 OZ
7,250401,APPLE CIDER,CLEAR APPLE CIDER GALLONS,GLDN CROWN,4/1 GAL
9,10041,APPLE JUICE,APPLE JUICE BASE 4+1,PACKER,12/1LT
11,37460,APPLE JUICE,JUICY JUICE APPLE,LIBBY,32/6.75OZ
13,40447,APPLE JUICE,JUICE APPLE 50% 5+1,JUICE TYME,1/3GALL
15,111600,APPLE JUICE,JUICYJUICE APPLE,JUICY JC,8/48Z
17,111609,APPLE JUICE,JUICYJUICE APPLE,JUICY JC,8/48OZ
19,115218,APPLE JUICE,APPLE JUICE PET,SUNPAC,12/46OZ
21,250605,APPLE JUICE,APPLE/STRAWBERRY JUICE,MOTTS,27/6.75oz
23,250615,APPLE JUICE,100% APPLE JUICE W/VITAMI,SUNPAC,48/5.24 OZ
25,250810,APPLE JUICE,CLEAR APPLE JUICE,APPLE/EVE,8/64 OZ
27,251331,APPLE JUICE,APPLE JUICE,APPLE/EVE,27/8.5OZ
29,253202,APPLE JUICE,APPLE JUICE (PET BOTTLE),TROPICANA,12/32 OZ
31,253257,APPLE JUICE,APPLE JC-PLASTIC,PARADE,12/32 OZ
33,254650,APPLE JUICE,JUICE APPLE 100% BOX,PACKER,12/46 OZ
35,220600,APPLES (CANNED),APPLED SLICED IN WATER,WHITEHOUSE,6/#10
37,220612,APPLES (CANNED),APPLE SPICE RINGS,WHITEHOUSE,6/#10 CAN
39,220635,APPLESAUCE CANNED & JAR,NAT DIET APPLESAUCE,PKR,6/#10
41,221221,APPLESAUCE CANNED & JAR,APPLE SAUCE,MUSSELMAN,8/48 OZ
43,222405,APPLESAUCE CANNED & JAR,APPLESAUCE JARS,MOTTS,12/24oz
45,350165,APPLESAUCE CANNED & JAR,APPLESAUCE RETAIL CND,PARADE,12/25oz
47,350400,APPLESAUCE CANNED & JAR,APPLESAUCE G&S UNSWEETEN,PACKER,6/#10
49,805316,APPLESAUCE CANNED & JAR,APPLESAUCE,ORCH/APLSN,6/#10
51,370500,APRICOTS (CANNED),APRICOT HALVES (JC),PRIM,6/#10
53,10040,BABY FOOD,APPLE JUICE,GERBER,24/4oz
55,10050,BABY FOOD,APPLE JUICE BLEND,BEECHNUT,24/4Z
57,10082,BABY FOOD,APPLE/BANANA STAGE # 3,BEECHNUT,12/6 OZ
59,10092,BABY FOOD,PEARS STAGE # 3,GERBER,12/6 OZ
61,10147,BABY FOOD,#1 STARTER PEACHES,BEECHNUT,12/2.5oz
63,10163,BABY FOOD,STAGE#2 BAN/ORANGE 2PK,GERBER,16/3 oz
65,10166,BABY FOOD,STAGE 2 CHIX/RICE,GERBER,12/4Z
67,10168,BABY FOOD,APPL/VAN 2-DHA 2P,GERBER,8/3OZ
69,10170,BABY FOOD,VEGETABLE GARDEN #2,BNUT,12/4 OZ
71,10176,BABY FOOD,SPAGHETTI/BEEF,BEECHNUT,12/6OZ
73,10322,BABY FOOD,BABY FRUIT YOGURT,BEECHNUT,12/4 OZ
75,10326,BABY FOOD,GD MORN PCHS/BANANA ST#2,BEECHNUT,12/4 OZ
77,10579,BABY FOOD,OAT/PEAR-CINNAMON ST # 3,BEECHNUT,12/6 OZ
79,10596,BABY FOOD,GD MORN OATS/APPLES ST#3,BEECHNUT,12/6 OZ
81,10598,BABY FOOD,GD EV VEG/BEEF ST # 3,BEECHNUT,12/6 OZ
83,10700,BABY FOOD,CEREAL APPLE CHERRY,GERBER,12/9Z
85,10771,BABY FOOD,ASSORTED FRUIT JUICE,GERBER,24/4oz
87,10773,BABY FOOD,WHITE GRAPE JUICE,GERBER,24/4oz
89,10862,BABY FOOD,PEAS STAGE 1,GERBER,16/4oz
91,10872,BABY FOOD,BABY FRUIT YOGURT,BEECHNUT,12/4 OZ
93,10886,BABY FOOD,TURKEY STEW GRADUATE,GERBER,12/6 OZ
95,10888,BABY FOOD,CUSTARD VANILLA STAGE 2,GERBER,8/3.5OZ
97,10900,BABY FOOD,FRUIT TREAT GRADUATE,GERBER,12/6 OZ
99,10915,BABY FOOD,STAGE 2 CHIX NOODLE,GERBER,12/4Z
101,10959,BABY FOOD,STAGE 2 CARROTS,GERBER,16/3.5Z
103,10968,BABY FOOD,GD EV SW POTATO/TURKEY #2,BEECHNUT,12/4 OZ
105,10973,BABY FOOD,VEG/BEEF STEW GD EVE ST 3,BEECHNUT,12/6Z
107,10977,BABY FOOD,STAGE 2 PEAS,BEECHNUT,12/4oz
109,10981,BABY FOOD,CEREAL FRUIT RICE,GERBER,12/8Z
111,11001,BABY FOOD,FINGER FOOD - BANANA,GERBER,6/1.4oz
113,11014,BABY FOOD,FINGER FOOD PEACH,GERBER,6/1.4 OZ
115,11084,BABY FOOD,#2 PRUNE/APPLE BABY FOOD,GERBER,16/3Z
117,11094,BABY FOOD,GERB GRAD VEGGIE CRACKER,GERBER,6/4oz
119,11102,BABY FOOD,#1 PEARS,GERBER,8/2.5 OZ
121,11130,BABY FOOD,PEACHES STAGE 2,GERBER,16/3.5oz
123,11134,BABY FOOD,STAGE#2 APPLESAUCE,GERBER,16/3oz
125,11791,BABY FOOD,ENFAMIL IRON CONCENTRATE,ENFAMIL,12/13oz
127,11811,BABY FOOD,SIMILAC ADV NEOSURE/IRON,NESTLE,6/32Z
129,11818,BABY FOOD,SIMILAC NEO-EX CARE,SIMILAC,6/13oz
131,11840,BABY FOOD,SIMILAC ADV/IRON CONC.,NESTLE,12/13oz
133,25674,BABY FOOD,PEDIALYTE RTU,PEDIALYTE,8/33 OZ
135,61031,BABY FOOD,GREEN BEANS #2 BABY FOOD,BEECHNUT,12/4oz
137,62052,BABY FOOD,"CARROTS, STRAINED",HEINZ,24/4 OZ
139,62061,BABY FOOD,BEEF PUREED W BROTH,HEINZ,12/15 OZ
141,62071,BABY FOOD,GREEN BEANS PUREED,HEINZ,12/15 OZ
143,62420,BABY FOOD,FORMULA GENTLE EASE LIPIL,ENFAMIL,6/12Z
145,62424,BABY FOOD,ADVANCE /IRON FORMULA,ISOMIL,6/32oz
147,62429,BABY FOOD,ENFAMIL LIPIL W/IRON PDR,ENFAMIL,6/12Z
149,62431,BABY FOOD,ENFAMIL LACTOSE FREE LIP,ENFAMIL,6/32Z
151,62436,BABY FOOD,STAGE #2 APPLESAUCE,BEECHNUT,12/4 OZ
153,62445,BABY FOOD,#2 SWEET POTATOS,BEECHNUT,12/4 OZ
155,62449,BABY FOOD,STAGE 2 BANANAS,BEECHNUT,12/4oz
157,62451,BABY FOOD,BABY CHKN VEGETABLE,BEECHNUT,12/4 OZ
159,62455,BABY FOOD,APRICOT W/PEAR/APPLE,BEECHNUT,12/4 oz
161,62458,BABY FOOD,#2 MIXED VEGETABLES,GERBER,16/3.5
163,62460,BABY FOOD,CHIC RICE #2 BABY FOOD,BEECHNUT,12/4oz
165,62467,BABY FOOD,1st STAGE BANANAS,GERBER,16/2.5oz
167,62471,BABY FOOD,#2 CHIC NOODLE BABY FOOD,BEECHNUT,12/4OZ
169,62479,BABY FOOD,1st STAGE MEAT BEEF,BEECHNUT,12/2.5oz
171,62481,BABY FOOD,#2 MEAT TURKEY,GERBER,12/2.5 OZ
173,62486,BABY FOOD,FINGER FOOD VEGGIE,GERBER,6/1.4Z
175,62488,BABY FOOD,GRADUATES CHERRY BERRY,GERBER,12/1Z
177,62491,BABY FOOD,#3 BANANAS,GERBER,12/6 OZ
179,62499,BABY FOOD,BABY RICE CEREAL,GERBER,12/8Z
181,62504,BABY FOOD,STAGE 3 SWEET POTATO,BEECH,24/6oz
183,62507,BABY FOOD,STAGE 3 VEG / CHICKEN,GERBER,12/6oz
185,62511,BABY FOOD,STAGE #2 MIXED FRUIT JCE,BEECHNUT,12/32oz
187,62521,BABY FOOD,HAWAAIN DELIGHT BABY FOOD,GERBER,8/3.5 OZ
189,62557,BABY FOOD,TURKEY RICE STG 3,BEECHNUT,12/6OZ
191,62572,BABY FOOD,STAGE 3 FRUIT DESSERT,BEECHNUT,12/6Z
193,64478,BABY FOOD,GOODSTART SOY DHA PWD,GOODSTART,6/12Z
195,92504,BABY FOOD,MIXED VEGATABLES 2ND,BEECHNUT,12/4Z
197,92513,BABY FOOD,SWEET POTATO / CRAN 2ND,GERBER,1/3OZ
199,232416,BABY FOOD,BABY CHKN GRAVY STRAINED,HEINZ,24/2.5 OZ
201,371049,BABY FOOD,TABLE TIME LASAGNA,GERBER,12/6OZ
203,371051,BABY FOOD,ORANGE JUICE,GERBER,24/4OZ
205,500619,BAG IN A BOX,FRUIT PUNCH 15+1,FOX,1/5 GAL
207,881214,BAG IN A BOX,FRUIT PUNCH BAG IN BOX,LEMON-X,1/3 GAL
209,881217,BAG IN A BOX,APPLE/MANGO/PAPAYA/PCH,NEW AGE,1/3 GAL
211,881220,BAG IN A BOX,GRAPE DRINK CONC. 7+1,LEMON-X,1/3 GAL
213,881234,BAG IN A BOX,APPLE JUICE 4+1 100 %,LEMON-X,1/3 GAL
215,881244,BAG IN A BOX,JUICE WHITE GRAPE 4+1,LEMON-X,1/5LITER
217,881255,BAG IN A BOX,CRANBERRY JUICE 5+1 12%,LEMON-X,3/3.5LTR
219,881258,BAG IN A BOX,ORANGE/GUAVA/PASSION 7+1,LEMON-X,3/3.5LTR
221,881301,BAG IN A BOX,ORANGE JCE 100% BLEND 4+1,LEMON-X,1/3 GAL
223,881343,BAG IN A BOX,LEMONADE 7+1,LEMON-X,1/3 GAL
225,205020,BAGEL MIXES,REDI SPONGE DOUGH DEVLOP.,FOREMOST,1/50 LB
227,112406,BAKING POWDER / SODA,BAKING SODA,ARM&HAMMER,12/32Z
229,113003,BAKING POWDER / SODA,BAKING POWDER,CLABBERGRL,6/5LB
231,355004,BAKING SHORTENINGS,SWEETEX SHORTENING,ACH,1/50#CUBE
233,355007,BAKING SHORTENINGS,NUTEX,ACH,1/38#
235,160435,BALSAMIC VINAIGRETTE,BALSAMIC VINAIGRETTE DRES,KRAFT,4/1 GAL
237,162402,BALSAMIC VINAIGRETTE,DRESSING VINEGARETTE BALSAMIC,HELLMANNS,6/32 OZ
239,123011,BANANA MUFFIN MIX,BANANA NUT MUFFIN MIX,GOLD MEDAL,6/5LB
241,750551,BANANAS,YELLOW PETITE BANANAS,FRESH,1/150CT
243,751098,BANANAS,"PLANTAINS, GREEN",FRESH,60/PC
245,751470,BANANAS,BANANAS 5 LB BOX,FRESH,1/5LB
247,130406,BAR SUPPLIES,COCKTAIL OLIVES,PACKER,12/32 OZ
249,130509,BAR SUPPLIES,CHERRIES MARACHINO PLAIN,JULIANNA,4/1 GAL
251,131204,BAR SUPPLIES,ROSES GRENADINE,MOTTS,12/25 OZ
253,132402,BAR SUPPLIES,COCONUT MILK,ROLAND,24/14 OZ
255,132408,BAR SUPPLIES,PINA COLADA MIX,LEMON-X,6/1/2 GAL
257,230235,BAR SUPPLIES,STRAWBERRY MARGARITA MIX,LEMON-X,6/64 OZ
259,160042,BARBECUE SAUCE,BARBEQUE SAUCE WESTERN,KENS,4/GAL
261,300608,BARBECUE SAUCE,BBQ SAUCE REG KOSHER,HEINZ,4/1GAL
263,406409,BARBECUE SAUCE,BBQ SAUCE,CAINS,4/1 GAL
265,460402,BARBECUE SAUCE,BBQ SAUCE BULLSEYE PC,KRAFT,100/1Z
267,460407,BARBECUE SAUCE,BBQ SAUCE ORIGINAL,OPEN PIT,1/5GAL
269,460420,BARBECUE SAUCE,BBQ SAUCE CANNONBALL,KENS,4/1 GAL
271,790415,BARBECUE SAUCE,BARBEQUE SAUCE RETAIL,PARADE,12/18 OZ
273,870451,BARBECUE SAUCE,BARBECUE SAUCE-HONEY,KRAFT,12/18 OZ
275,870455,BARBECUE SAUCE,BARBECUE SAUCE ORIGINAL,CATTLEMAN,4/1 GAL
277,123015,BASIC MUFFIN MIXES,MIX MUFFIN BASIC,GEN MILLS,6/5LB
279,125001,BASIC MUFFIN MIXES,N.E. BASIC MUFFIN MIX,PILLSBURY,1/50LB
281,172426,BEANS BULK,PINTO BEANS,C&F,1/25 LB
283,172476,BEANS BULK,GREEN SPLIT PEAS BULK,C&F,1/50 LB
285,231215,"BEEF, CHICKEN & VEGETABLE BROTH",BROTH CHKN,COLLEGE IN,12/#5 CAN
287,231217,"BEEF, CHICKEN & VEGETABLE BROTH",VEGETABLE BROTH,COLLEGE IN,24/14Z
289,232403,"BEEF, CHICKEN & VEGETABLE BROTH",BEEF BROTH,COLLEGE IN,24/14 OZ
291,350556,BLENDED OILS,MEL-FRY COTTONSEED/CANOLA,VENTURA,1/35LB
293,350621,BLENDED OILS,25% BLENDED OIL,PACKER,6/1 GAL
295,350628,BLENDED OILS,BLENDED OIL,CAPATRITI,4/101 OZ
297,353514,BLENDED OILS,SOY/VEG/SALAD OIL ZTF,PACKER,6/1GAL
299,160499,BLUE CHEESE DRESSING,DRESSING BLUE CHEESE,HELLMANNS,4/1GAL
301,161204,BLUE CHEESE DRESSING,BLUE CHEESE DRESSING,PACKER,12/8 OZ
303,161006,BLUE CHEESE PC DRESSING,PC BLUE CHEESE,KRAFT,60/1.5Z
305,120606,BLUEBERRY MUFFIN MIXES,BLUEBERRY MUFFIN MIX,MMF,6/5 LB
307,122401,BLUEBERRY MUFFIN MIXES,BLUEBERRY MUFFIN MIX,JIFFY,24/7oz
309,123021,BLUEBERRY MUFFIN MIXES,MUFFIN MIX BLUEBERRY,CONTINENTA,6/5 LB
311,120604,BRAN MUFFIN MIXES,BRAN MUFFIN MIX,MMF,6/5 LB
313,151003,BREAD CRUMBS,CRUMBS CORN FLAKE,KELLOGGS,12/21oz
315,152401,BREAD CRUMBS,FLAVORED BREAD CRUMBS,4C,12/24oz
317,152430,BREAD CRUMBS,BREAD CRUMBS PLAIN,GOLDEN DIP,6/4LB
319,152505,BREAD CRUMBS,JAPANESE B.CRUMBS FINE,GOLDEN DIP,1/25LB
321,152514,BREAD CRUMBS,BREAD CRUMBS SEASONED,CASTELLA,6/5 LB
323,153011,BREAD CRUMBS,ITALIAN BREAD CRUMBS,EMERALD,6/5 LB
325,120607,BROWNIE MIXES,BROWNIE MIX,GLDN DIPT,6/5 LB
327,120625,BROWNIE MIXES,MIX CHOCOLATE BROWNIE,GEN MILLS,6/6LB
329,418419,BULK SEEDS,POPPY SEED,PACKER,12/20Z
331,485004,BULK SEEDS,DUTCH BLUE POPPY SEEDS 50#,GEL,1/50 LB
333,485006,BULK SEEDS,HULLED SESAME SEEDS,PACKER,1/50 LB
335,485081,BULK SEEDS,SESAME SEED WHITE,MCCORMICK,6/18OZ
337,15502,BUTTER BLEND,BUTTER SUB PAN WHIS WHIRL,ADMIRATION,3/1GAL
339,160956,CAESAR DRESSING,CREAMY CAESAR DRESSING,KENS,4/GAL
341,162406,CAESAR DRESSING,DRESSING CAESAR CREAMY,HELLMANNS,6/32 OZ
343,61273,CANDY,NIPS CHOCOLATE PARFAIT,PACKER,12/4OZ
345,61275,CANDY,NIPS MOCHA PARFAIT,PACKER,12/4OZ
347,130806,CANDY,MINTS JELLY CENTER,HOSPITALTY,6/5 LB
349,130810,CANDY,THANK-YOU BUTTER MINTS,HOSPITALTY,1/1000 CT
351,132406,CANDY,CRUNCH CANDY,CRUNCH,12/11.5Z
353,132410,CANDY,M&M FUN SIZE,MARS,24/9.45Z
355,132412,CANDY,HERSHEY MILK CHOC BAR,HERSHEY,1/36CT
357,132415,CANDY,WONKA NERDS,PACKER,
359,132422,CANDY,SOUR PUNCH APPLE STRAWS,PACKER,
361,132427,CANDY,CHOCOLATE BAG SF HERSHEY,HERSHEY,12/3Z
363,132429,CANDY,PEANUT BUTTER CUP MINI SF,REESES,12/3Z
365,132524,CANDY,POPS PUMPKIN HALLOWEEN,PACKER,1/12 CT
367,132526,CANDY,PEANUT BTR RESE PUMPKINS,PACKER,1/36 CT
369,133605,CANDY,KIT KAT CANDY,HERSHEY,1/36 CT
371,134406,CANDY,M & M CANDY PLAIN,M & M,48/1
373,134411,CANDY,MILK CHOC BUNNY,PALMER,12/1.75z
375,134416,CANDY,HERSEY ALMOND BAR,HERSHEY,1/36CT
377,134419,CANDY,FRESH MINT GUM,TRIDENT,1/18 CNT
379,134428,CANDY,CANDY CANES,PACKER,18/36BOX
381,134437,CANDY,SKITTLES SOUR,SKITTLES,1/24CT
385,134449,CANDY,WATERMELON JOLLY RANCHERS,JOLLY R,1/160CT
387,134462,CANDY,CHOCOLATE FOIL EGGS,HERSHEY,24/8 OZ
389,134801,CANDY,SNICKERS,M&M MARS,48/1
391,134861,CANDY,HALVAH MARSHMELLOW TWIST,JOYVA,1/5 LB
393,150603,CANNED & JARRED VEGETABLES,BEAN SPROUTS,LA CHOY,6/#10 CAN
395,391203,CANNED & JARRED VEGETABLES,NON-PARIEL CAPERS,PACKER,6/32 OZ
397,530403,CANNED & JARRED VEGETABLES,SAUERKRAUT,B&G,4/1 GAL
399,530602,CANNED & JARRED VEGETABLES,MUSHROOM STEMS & PIECES,PACKER,6/#10
401,530606,CANNED & JARRED VEGETABLES,PICKLED SLICED BEETS,PACKER,6/#10
403,530611,CANNED & JARRED VEGETABLES,CUT GREEN BEANS (G&S),PACKER,6/#10
405,530615,CANNED & JARRED VEGETABLES,GREEN PEAS CANNED (G&S),PREMIUM,6/#10
407,530617,CANNED & JARRED VEGETABLES,SLICED BEETS MEDIUM,LIBBY,6/#10
409,530621,CANNED & JARRED VEGETABLES,"CREAMED CORN, CANNED",LIBBY,6/#10
411,530625,CANNED & JARRED VEGETABLES,DICED/SLICED CARROTS (GS),PREMIUM,6/#10
413,530633,CANNED & JARRED VEGETABLES,CHOPPED KALE,PACKER,6/#10
415,530639,CANNED & JARRED VEGETABLES,"RED CABBAGE, CANNED",LOHMANN'S,6/#10
417,530647,CANNED & JARRED VEGETABLES,SAUERKRAUT,LIBBY,6/#10
419,530652,CANNED & JARRED VEGETABLES,VEGETABLES FOR STEW,VEG ALL,6/#10
421,530654,CANNED & JARRED VEGETABLES,ZUCCHINI & TOMATOES,RED PACK,6/#10
423,530656,CANNED & JARRED VEGETABLES,FANCY CUT GREEN BEANS,PACKER,6/#10 CAN
425,530669,CANNED & JARRED VEGETABLES,ARTICHOKE HEARTS WHOLE,PACKER,6/3 KG
427,530677,CANNED & JARRED VEGETABLES,COLLARD GREENS SEASONED,GLORY,12/27OZ
429,530685,CANNED & JARRED VEGETABLES,MEDIUM SLICED CARROTS,LIBBY,6/#10
431,530697,CANNED & JARRED VEGETABLES,MUSHROOMS SLICED LS,GIORGIO,6/#10
433,530722,CANNED & JARRED VEGETABLES,WHOLE BABY CORN,RUBY,6/#10
437,583686,CANNED & JARRED VEGETABLES,HEARTS OF PALM PRE-CUT,ROLAND,12/28OZ
439,73852,CANNED BEANS,THREE BEAN SALAD,GREEN GIAN,12/15 OZ
441,383022,CANNED BEANS,BEANS VEGETARIAN LS,BEL VISTA,6/#10
443,522512,CANNED BEANS,BEANS BLK FNCY IN BRINE LS,FURMANO,6/#10
445,530607,CANNED BEANS,PORK & BEANS 6/#10,PACKER,6/#10 CAN
447,530612,CANNED BEANS,GARBANZO CHIC PEAS LS G&S,PACKER,6/#10
449,530619,CANNED BEANS,RED KIDNEY BEANS (G&S),HANOVER/FU,6/#10
451,530626,CANNED BEANS,GREAT NORTHERN BEANS,FURMAN,6/#10 CAN
453,530634,CANNED BEANS,BLACK BEANS,HANOVER,6/#10
455,530643,CANNED BEANS,BEANS BLACK,FURMANO,6/10#
457,530681,CANNED BEANS,PORK & BEANS,CAMPBELLS,12/28Z
459,530692,CANNED BEANS,LIGHT RED KIDNEY BEANS,PACKER,6/#10
461,530812,CANNED BEANS,KIDNEY BEANS RED,HANOVER,6/#10
463,532404,CANNED BEANS,PINK BEANS RETAIL CN,GOYA,24/15.5 OZ
465,532414,CANNED BEANS,BLACK BEANS WET,PROGRESSO,24/15 OZ
467,532427,CANNED BEANS,PORK & BEANS RETAIL,PARADE,24/15oz
469,982550,CANNED BEANS,PINTO BEANS CND,HANOVR/FUR,6/#10
471,982689,CANNED BEANS,BAKED BEANS,BUSH,6/#10
473,983600,CANNED BEANS,VEGETARIAN BEANS CND,PACKER,24/16 OZ
475,983602,CANNED BEANS,GARBONZO BEANS (CHICK PEA,PROGRESSO,24/15 OZ
477,983604,CANNED BEANS,PINTO BEANS CND,PARADE,24/15 OZ
479,39244,CANNED ENTREES,LUNCHEON MEAT (SPAM),SPAM,24/7 OZ
481,172417,CANNED ENTREES,BUTTERBEAN,PARADE,24/15.2Z
483,400412,CANNED ENTREES,CHKN WHITE DARK MEAT,SWANSON,24/4.5Z
485,414051,CANNED ENTREES,CORN BEEF,LIBBY,24/12Z
487,530432,CANNED ENTREES,CHILI VEGETARIAN W/BEANS,HORMEL,12/15OZ
489,530628,CANNED ENTREES,CORNED BEEF HASH #03124,LIBBY,6/#10
491,530642,CANNED ENTREES,PREPARED SLOPPY JOE (CAN),VANEE,6/52oz
493,530659,CANNED ENTREES,CHILI W/BEANS DELUXE,VEN/CASTL,6/#10 can
495,530714,CANNED ENTREES,CORNED BEEF HASH,LEGOUT,12/#5
497,530803,CANNED ENTREES,EASY MAC & CHEESE MICRO,KRAFT,8/6 PCK
499,531210,CANNED ENTREES,MICRO BEEF RAVIOLI,CHEF BOY,12/7.5oz
501,531212,CANNED ENTREES,MICRO. MAC & CHEESE,CHEF BOY,12/7.5oz
503,531214,CANNED ENTREES,MICRO LASAGNA,CHEF BOY,12/7.5oz
505,531224,CANNED ENTREES,STEW MEATBALL,DINTYMOORE,12/15Z
507,531227,CANNED ENTREES,BEEFARONI,CHEF BOY,12/40oz
509,531229,CANNED ENTREES,CORNED BEEF HASH RETAIL,LIBBY,12/15oz
511,531237,CANNED ENTREES,RAVIOLI BEEF,CHEF BOY,24/15Z
513,532406,CANNED ENTREES,DELUXE MACARONI & CHSE,KRAFT,24/14oz
515,532423,CANNED ENTREES,MACARONI & BEEF,CHF CHOICE,24/15oz
517,534801,CANNED ENTREES,MACARONI & CHEESE,KRAFT,48/7.5oz
519,730287,CANNED ENTREES,BEEF STEW,DINTY MOOR,12/15 OZ
521,730289,CANNED ENTREES,DELUXE BEEF STEW,CASTLE,6/#10
523,730293,CANNED ENTREES,RAVIOLI BEEF W TOM SAUCE,CHEF BOY,6/#10
525,730303,CANNED ENTREES,RAVIOLI BEEF TOMATO SAUCE,VENICE MAI,6/#10
527,730450,CANNED ENTREES,SPAGHETTI & MEATBALLS,PARADE,24/15 OZ
529,730590,CANNED ENTREES,BEEF RAVIOLI,PARADE,24/15 OZ
531,730611,CANNED ENTREES,CORNED BEEF HASH,CHEF-MATE,6/107 OZ
533,730651,CANNED ENTREES,VIENNA SAUSAGE,LIBBY,48/5OZ
535,231201,CANNED GRAVIES,BROWN GRAVY,LEGOUT,12/#5
537,231203,CANNED GRAVIES,GRAVY CHKN,LEGOUT,12/#5
539,231205,CANNED GRAVIES,GRAVY TURKEY,CAMPBELLS,24/10Z
541,231210,CANNED GRAVIES,#00210 BROWN GRAVY,CAMPBELLS,12/50Z
543,232401,CANNED GRAVIES,PORK GRAVY,CAMPBELLS,24/10 OZ
545,531216,CANNED GRAVIES,GRAVY TURKEY,CAMPBELLS,24/14.5Z
547,530601,CANNED POTATOES & DEHYDRATED POTATOES,MASHED YAMS,BRUCE/ALLN,6/#10
549,530605,CANNED POTATOES & DEHYDRATED POTATOES,"SLICED POTATO, CANNED",HANOVR/ALN,6/#10
551,530630,CANNED POTATOES & DEHYDRATED POTATOES,INSTANT MASHED POTATO,PACKER,
553,530644,CANNED POTATOES & DEHYDRATED POTATOES,WHL WHITE POTATOE 90-110,PACKER,6/#10
555,530673,CANNED POTATOES & DEHYDRATED POTATOES,"DICED POTATOES , CANNED",PACKER,6/#10
557,531202,CANNED POTATOES & DEHYDRATED POTATOES,AUGRATIN POTATO,PACKER,12/20.35Z
559,531217,CANNED POTATOES & DEHYDRATED POTATOES,SCALLOPED POTATOES,BETTY CROC,12/4.7OZ
561,531336,CANNED POTATOES & DEHYDRATED POTATOES,POTATOES REAL MASHED DRY,IDAHOAN,12/26Z
563,532408,CANNED POTATOES & DEHYDRATED POTATOES,CUT YAMS,ALLEN,24/15oz
565,700275,CANNED POTATOES & DEHYDRATED POTATOES,14110 POTATO PEARLS,BASIC AMER,6/3.5 LB.
567,700410,CANNED POTATOES & DEHYDRATED POTATOES,MASHED POTATOS RETAIL,PACKER,12/15oz
569,700417,CANNED POTATOES & DEHYDRATED POTATOES,POTATO MASHED NO MILK,SIMPLOT,6/6LB
571,983853,CANNED POTATOES & DEHYDRATED POTATOES,CUT YAMS RETAIL,PRINCELLA,12/40 OZ
573,112028,CANNOLLI SHELLS,CANNOLI SHELLS MINI 120CT,SAPIENZA,120/.5GR
575,350603,CANOLA OIL,CANOLA OIL,PACKER,6/1 GAL
577,350701,CANOLA OIL,CANOLA OIL LIQ. FRY,PACKER,1/35LB
579,353511,CANOLA OIL,CANOLA OIL ZTF,PACKER,1/35 LB
581,340605,CASHEWS,CASHEW NUT UNSALTED,BAZZINI,6/4 LB
583,160048,CEASAR DRESSING PC,CREAMY CAESAR DRESSING,KENS,60/1.5 OZ
585,162031,CEASAR DRESSING PC,CAESAR CREAMY POUCH,KRAFT,60/1.5oz
587,460603,CHEESE SAUCE,CHEDDAR CHEESE SAUCE,MUY FRESCO,6/#10
589,460612,CHEESE SAUCE,CHEEZ WIZ,KRAFT,6/#10
591,461213,CHEESE SAUCE,CHEESE SAUCE SHARP ZTF,GEHLS,4/140Z
593,441302,CHEETOS,CHEETOS CRUNCHY,FRITO-LAY,104/1oz
595,443620,CHEETOS,LSS BAKED LAYS REGULAR,FRITO-LAY,64/1.125oz
597,460601,CHILI SAUCE,CHILI SAUCE NO MEAT,HEINZ,6/#10 CAN
599,460622,CHILI SAUCE,SAUCE CHILI POUCH,ORTEGA,4/107Z
601,531204,CHILI SAUCE,MANWICH SAUCE,HUNTS,24/15oz
603,150601,CHINESE JAPANESE PRODUCTS,CHOW MEIN NOODLES,LA CHOY,6/24oz
605,531207,CHINESE JAPANESE PRODUCTS,BAMBOO SHOOTS,LA CHOY,12/15 OZ
607,541202,CHINESE JAPANESE PRODUCTS,PICKLED GINGER,PACKER,12/12OZ
609,551406,CHINESE JAPANESE PRODUCTS,WRAPS SUSHI PINK,ROLAND,6/20 CT
611,121205,CHOCOLATE CAKE MIX,DARK CHOCOLATE CAKE MIX,DUNCAN HIN,12/18oz
613,191202,CLAMS,CHOPPED OCEAN CLAMS,PACKER,12/51 OZ
615,120370,COATINGS & BREADERS,BREAD CRUMBS SEASONED,GOLDEN DIP,6/4#
617,120624,COATINGS & BREADERS,REDI BREADER ALL PURPOSE,MMF,1/50 LB
619,121628,COATINGS & BREADERS,ALL PURPOSE CRISP FRY,GOLDEN DIP,6/5LB
621,151001,COATINGS & BREADERS,GRAHAM CRACKER CRUMBS,NABISCO,2/5LB
623,250634,COKE PRODUCTS,2 LITRE COKE,COCA COLA,8/64oz
625,250640,COKE PRODUCTS,COKE CAFFIENE FREE,COCA COLA,8/2 LTR
627,251201,COKE PRODUCTS,CLASSIC COKE CANS,COCA COLA,24/12oz
629,251204,COKE PRODUCTS,COKE CAFF FREE DIET CN,COCA COLA,24/12 OZ
631,251289,COLA,SODA DIET COLA,C&C,24/12 OZ
633,251320,COLA,SODA COLA,WHITE ROCK,48/8OZ
635,254818,COLA,DIET COLA,C&C,24/8 OZ.
637,11740,COOKIES BULK PACK,"OATMEAL COOKIE,BULK",KEEBLER,12/27 CT
639,11742,COOKIES BULK PACK,OATMEAL COOKIE BULK,NABISCO,1/10LB
